game_id,canonical_id,source_entry_index,Name,Vehicle Name,ShortVehicleName,XLASTID,VehicleManufacturer,VehicleModel,Vehicle Render Model,Driver Character,Vehicle Physics Model,Cockpit properties,Vehicle Properties,Vehicle Year,Shadow Width,Shadow Length,Shadow Offset Right,Shadow Offset Forward,Shadow Texture,Grid Grouping,Vehicle Class,Vehicle Group,Vehicle Shape,Engine Placement,Number of Exhausts,Exhaust Position 1,Exhaust Target Position 1,Exhaust Smoke Amount Multiplier,Number of Engine Heat,Engine Heat Position 1,Blown Engine Smoke Position,Vehicle Description,AI ONLY,Vehicle Initial Performance Index,Body Upgrades,Cockpit Upgrades,Tire Upgrades,Brake Upgrades,Tier,Price,Region,Country,Paint Shop Data,Min Front Wheel Diameter,Max Front Wheel Diameter,Min Rear Wheel Diameter,Max Rear Wheel Diameter,Max GUI Wheel Angle,PULC Package ID 360,PULC Package ID PS3,Client Vehicle Version,Vehicle Garage Rotation,Left Mirror Pos,Right Mirror Pos,AABBMin,AABBMax,User Overrides Base Helmet,User Overrides Base Outfit,Exhaust Backfire Mesh Cross-Section Scale,Exhaust Backfire Mesh Length Scale,Shadow Offset Up,Exhaust Position 2,Exhaust Target Position 2,PLAYER ONLY,DLC ID,PitSpeedLimit_HighKPH,Is Open Wheeler,LCD Mirror Pos,Scratch Texture,Safety Car Driver Name,Center Mirror Pos,Spawn In Pit,Exhaust Smoke Type,Vehicle Variant Oval,Vehicle Variant Short Oval,Vehicle Variant Speedway,Vehicle Variant Super Speedway,Blown Engine Smoke Scale,Exhaust Position 3,Exhaust Position 4,Exhaust Target Position 3,Exhaust Target Position 4,Livery DLC ID 1,Livery DLC Name 1,Livery DLC ID 2,Livery DLC Name 2,Vehicle Variant Short Track,Vehicle Physics Model Oval,Vehicle Physics Model Short Oval,Vehicle Physics Model Speedway,Vehicle Physics Model Super Speedway,Always Hide Helmet,Vehicle Physics Model Short Track,Exhaust Backfire Visual Effect Type,Manufacturer Liveries Category,CrewPropsCategory,IMSA Cockpit properties,Drafting Contrail Min Speed,Drafting Contrail Max Speed,Drafting Contrail Min Temperature,Drafting Contrail Max Temperature,Drafting Contrail Min Humidity,Drafting Contrail Disable When DRS Opened,Vehicle Variant High Downforce Track,Use Flat Shadow,F1DRSForbiddenLaps,Vertical Exhaust,Livery DLC ID 3,Livery DLC Name 3,Livery DLC ID 4,Livery DLC Name 4,Livery DLC ID 5,Livery DLC Name 5,Livery DLC ID 6,Livery DLC Name 6,Livery DLC ID 7,Livery DLC Name 7,Livery DLC ID 8,Livery DLC Name 8,Livery DLC ID 9,Livery DLC Name 9,Livery DLC ID 10,Livery DLC Name 10,Vehicle Name DLC Override DLC ID,Vehicle Name DLC Override,ShortVehicleName DLC Override,VehicleManufacturer DLC Override,has_headlights,headlights_source,downforce_variant,meta_class,discipline
Kart_SC-298,Kart_SC-298-streetcarsa,661,Kart_SC,Kart SC,Safety Kart,298,Reiza,Kart,Kart_SC.vhf,Kart_SC,Kart_SC,Kart_SC_Cockpit.bin,Kart_SC,2016,3.70,4.50,0.0,0.0,Kart_SC_ambsh.dds,38,SafetyCar,Kart,Kart,Mid-Rear,1,0.315;0.263;0.766,0.588;0.253;0.894,1.0,1,-0.2696;0.2295;0.2337,-0.2696;0.2295;0.2337,,true,458,,,,,5,120,EU,England,N/A,13,20,13,20,,,,18,0.0;3.141592653589;0.0,,,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_KART_USER_OVERRIDE,outfit_KART_USER_OVERRIDE,0.50,0.50,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,Street Cars A,Special
MCR_Sports_2000-66,MCR_Sports_2000-66-p4,741,MCR Sports 2000,MCR S2000,MCR2000,66,MCR,MCR2000,MCR2000.vhf,MCR2000,MCR2000,MCR2000_Cockpit.bin,MCR2000,2012,5.50,7.00,0,0,MCR2000_ambsh.dds,10,P4, Prototype,Prototype,Mid-Rear,1,-0.233;0.253;2.058,-0.233;0.253;2.258,0.4,1,0;0.63;0.47,0;0.63;0.47,,false,129,,,,,5,120000,SA,Brazil,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,,-0.465;0.721;-0.683,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,,,,,,,,,,,,,0.191;0.842;-0.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,P4,Endurance
Puma_GTE-94,Puma_GTE-94-copaclassicclassb,814,Puma_GTE,Puma GTE,Puma GTE,94,Puma,Puma GTE,Puma_GTE.vhf,Puma_GTE,Puma_GTE,Puma_GTE_Cockpit.bin,Puma_GTE,1981,5.0,7.0,0,0,Puma_GTE_ambsh.dds,28,CopaClassicB,GT,GT,Rear,1,-0.496;0.216;1.862,-0.496;0.216;2.064,0.6,1,0;0.734;-1.076,0;0.734;-1.076,,false,107,,,,,5,1,SA,Brazil,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.722;0.814;-0.169,,-1.5;-0.0;-3.9,1.5;1.5;4.0,helmet_GT_Club_USER_OVERRIDE,outfit_GT_Club_USER_OVERRIDE,2.125,2.5,,,,false,,,,,,,-0.024;0.984;0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,Copa Classic (Class: B),Club
ARC_Camaro-1,ARC_Camaro-1-arc,331,ARC_Camaro,ARC Camaro,ARC Camaro,1,Chevrolet,ARC_Camaro,ARC_Camaro.vhf,ARC_Camaro,ARC_Camaro,ARC_Camaro_Cockpit.bin,ARC_Camaro,2019,5.00,7.00,0,0,ARC_Camaro_ambsh.dds,23,ARC_Cam,GT,GT,Mid-Front,1,0.627;0.108;0.221,0.828;0.108;0.291,0.2,1,0;0.731;-1.039,0;0.731;-1.039,,false,129,,,,,5,120000,EU,UK,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.672;0.783;-0.389,-0.672;0.783;-0.389,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,,,,,,,,,,,,,0.0000;0.990;0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,ARC,Club
Superkart-102,Superkart-102-superkart,865,Superkart,Superkart 250cc,Superkart,102,Reiza,Superkart 250cc,Superkart.vhf,Superkart,Superkart,Superkart_Cockpit.bin,Superkart,2019,3.70,4.50,0.0,0.0,Superkart_ambsh.dds,31,SuperKart,Kart,Kart,Mid-Rear,2,-0.406;0.333;0.682,-0.401;0.333;0.745,0.6,1,0;0.42;0.75,0;0.42;0.75,,false,129,,,,,5,120000,SA,Brazil,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,,,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_KART_USER_OVERRIDE,outfit_KART_USER_OVERRIDE,0.90,0.90,,0.444;0.227;0.729,0.543;0.219;0.753,,,,,,,SafetyKartDriver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Super Kart,Karting
Caterham_Academy-9,Caterham_Academy-9-caterhamgrc,470,Caterham_Academy,Caterham Academy,Caterham Academy,9,Caterham,Caterham_Academy,Caterham_Academy.vhf,Caterham_Academy,Caterham_Academy,Caterham_Academy_Cockpit.bin,Caterham_Academy,2019,5.00,7.70,0,0,Caterham_Academy_ambsh.dds,24,Cat_Academy,Openwheel,OpenWheel,Mid-Front,1,-0.762;0.168;0.685,-0.954;0.091;0.779,0.2,1,0;0.681;0.456,0;0.681;0.456,,false,129,,,,,5,120000,EU,UK,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.616;0.791;0.156,-0.616;0.791;0.156,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Club_USER_OVERRIDE,outfit_GT_Club_USER_OVERRIDE,,,,,,,,,,,,,0.0000;0.990;0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,Caterham GrC,Club
Fusca_ClassicA-108,Fusca_ClassicA-108-copaclassicclassfl,640,Fusca_ClassicA,Fusca Classic FL,Fusca FL,108,Reiza,Fusca FL,Fusca_ClassicA.vhf,Fusca_ClassicA,Fusca_ClassicA,Fusca_ClassicA_Cockpit.bin,Fusca_ClassicA,1981,5.0,7.0,0,0,Fusca_ClassicA_ambsh.dds,27,CopaClassicFL,GT,GT,Rear,1,0.249;0.205;1.920,0.249;0.205;2.176,0.6,1,0;0.721;1.664,0;0.721;1.664,,false,107,,,,,5,1,SA,Brazil,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,-0.736;0.897;-0.506,-0.736;0.897;-0.506,-1.5;-0.0;-3.7,1.5;1.5;4.0,helmet_GT_Club_USER_OVERRIDE,outfit_GT_Club_USER_OVERRIDE,2.125,2.5,,,,,,,,,,,-0.015;1.150;-0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,Copa Classic (Class: FL),Club
Formula_Trainer-27,Formula_Trainer-27-fts,581,Formula_Trainer,Formula Trainer,F-Trainer,27,Reiza,Formula_Trainer,Formula_Trainer.vhf,Formula_Trainer,Formula_Trainer,Formula_Trainer_Cockpit.bin,Formula_Trainer,2012,5.00,7.00,0,0,Formula_Trainer_ambsh.dds,23,F-Trainer,Openwheel,OpenWheel,Mid-Rear,1,-0.189;0.283;1.713,-0.189;0.283;1.750,0.4,1,0;0.63;0.47,0;0.63;0.47,,false,129,,,,,5,120000,SA,Brazil,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.313;0.631;-0.444,-0.313;0.631;-0.444,-1.5;-0.0;-4.0,1.5;1.5;4.0,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,FTS,Open Wheel
Ginetta_G40-131,Ginetta_G40-131-gt5,646,Ginetta_G40,Ginetta G40,Ginetta G40,131,Ginetta,G40,Ginetta_G40.vhf,Ginetta_G40,Ginetta_G40,Ginetta_G40_Cockpit.bin,Ginetta_G40,2017,5.0,7.0,0,0,Ginetta_G40_ambsh.dds,25,GT5,GT5,GT,Mid-Front,2,0.0;0.241;1.865,0.0;0.241;2.121,0.1,1,0;0.67;-0.8,0;0.67;-0.8,,false,107,,,,,5,373000,EU,England,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.8718;0.8874;-0.0089,-0.8718;0.8874;-0.0089,-1.5;-0.0;-3.15,1.5;1.5;4.0,helmet_GT_Modern_USER_OVERRIDE,outfit_GT_Modern_USER_OVERRIDE,2.25,2.75,,,,false,,,,,,,0.0079;0.9911;0.1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,GT5,Club
Kart_Shifter-55,Kart_Shifter-55-kartingshifter,662,Kart_Shifter,Kart 2-Stroke 125cc Shifter,Kart 2T Shifter,55,Reiza,Kart Shifter,Kart_Shifter.vhf,Kart_Shifter,Kart_Shifter,Kart_Shifter_Cockpit.bin,Kart_Shifter,2016,3.70,4.50,0.0,0.0,Kart_Shifter_ambsh.dds,37,KartShifter,Kart,Kart,Mid-Rear,1,0.2328;0.2661;0.6967,0.6934;0.2661;1.0964,1.0,1,-0.2904;0.1753;0.3595,-0.2904;0.1753;0.3595,,false,458,,,,,5,120,EU,England,N/A,13,20,13,20,,,,18,0.0;3.141592653589;0.0,,,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_KART_USER_OVERRIDE,outfit_KART_USER_OVERRIDE,0.50,0.50,,,,,,,,,,SafetyKartDriver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Karting Shifter,Karting
Formula_Vee-32,Formula_Vee-32-formulaveebrazil,627,Formula_Vee,Formula Vee Gen1,F-Vee Gen1,32,Fvee,Formula Vee,Formula_Vee.vhf,Formula_Vee,Formula_Vee,Formula_Vee_Cockpit.bin,Formula_Vee,2019,5.00,7.00,0,0,Formula_Vee_ambsh.dds,30,F-Vee,Openwheel,OpenWheel,Mid-Rear,1,0.308;0.161;1.559,0.332;0.161;1.751,0.1,1,0;0.584;0.956,0;0.584;0.956,,false,129,,,,,5,120000,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.348;0.691;-0.343,-0.348;0.691;-0.343,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Club_USER_OVERRIDE,outfit_GT_Club_USER_OVERRIDE,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,FormulaVee Brazil,Open Wheel
MetalMoro_AJR_Judd-72,MetalMoro_AJR_Judd-72-p1,755,MetalMoro_AJR_Judd,MetalMoro AJR Judd,Metalmoro AJR Judd,72,MetalMoro,MetalMoro AJR,MetalMoro_AJR_Judd.vhf,MetalMoro_AJR_Judd,MetalMoro_AJR_Judd,MetalMoro_AJR_Judd_Cockpit.bin,MetalMoro_AJR_Judd,2016,5.0,7.7,0,0,MetalMoro_AJR_ambsh.dds,7,P1,P1,Prototype,Mid-Rear,1,-0.418;0.548;1.208,-0.418;0.578;1.508,0.4,1,0;0.8;-1.50,0;0.8;-1.50,,false,129,,,,,5,120000,SA,Brazil,N/A,18,19,18,19,20.0,,,1,0.0;3.141592653589;0.0,0.858;0.793;-0.88,-0.858;0.793;-0.88,-1.5;-0.0;-4.95,1.5;1.6;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,2.00,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,P1,Endurance
Puma_GTB_SC-391,Puma_GTB_SC-391-streetcarsa,813,Puma_GTB_SC,Puma GTB SC,Puma GTB,391,Puma,Puma GTB,Puma_GTB_safetycar.vhf,Puma_GTB,Puma_GTB_SC,Puma_GTB_Cockpit.bin,Puma_GTB_SC,1981,5.0,7.0,0,0,Puma_GTB_ambsh.dds,27,SafetyCar,GT,GT,Front,1,0.367;0.378;2.037,0.367;0.378;2.187,0.6,1,0;0.867;-1.331,0;0.867;-1.33,,true,107,,,,,5,1,SA,Brazil,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.842;0.916;-0.294,,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Club_USER_OVERRIDE,outfit_GT_Club_USER_OVERRIDE,2.125,2.5,,,,false,,,,,,,-0.011;1.121;-0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,Street Cars A,Special
Fusca_Copa-41,Fusca_Copa-41-copafusca,641,Fusca_Copa,Copa Fusca,Fusca,41,Reiza,Fusca_Copa,Fusca_Copa.vhf,Fusca_Copa,Fusca_Copa,Fusca_Copa_Cockpit.bin,Fusca_Copa,2019,5.0,7.0,0,0,Fusca_Copa_ambsh.dds,10,CopaFusca,GT,GT,Rear,1,0.249;0.205;1.915,0.249;0.205;2.215,0.04,1,0;0.721;1.664,0;0.721;1.664,,false,129,,,,,5,120000,SA,Brazil,N/A,18,19,18,19,20.0,,,1,0.0;3.141592653589;0.0,0.736;0.897;-0.506,-0.736;0.897;-0.506,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Club_USER_OVERRIDE,outfit_GT_Club_USER_OVERRIDE,2.00,1.50,,,,,,,,,,,-0.015;1.150;-0.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Copa Fusca,Club
Copa_Truck_Pacecar-297,Copa_Truck_Pacecar-297-streetcarsa,637,Copa Truck Pacecar,FTruck Pacecar,Pacetruck,297,Pacecar,Pacecar,FTruck_Pacecar.vhf,FTruck_Pacecar,FTruck_Pacecar,FTruck_Pacecar_Cockpit.bin,FTruck_Pacecar,2019,5.0,7.0,0,0,FTruck_Pacecar_ambsh.dds,37,SafetyCar,CopaTruck,TRK,Mid-Front,1,0.0;0.0;0.0,0.0;0.0;0.0,0.0,1,0;1.077;-0.203,0;1.077;-0.203,,true,51,,,,,5,1,SA,Brazil,N/A,13,20,13,20,25.0,,,1,0.0;3.141592653589;0.0,1.156;1.650;-1.909,-1.156;1.650;-1.909,-1.5;-0.0;-4.0,1.5;2.6;4.0,helmet_GT_Modern_USER_OVERRIDE,outfit_GT_Modern_USER_OVERRIDE,,,,,,,,,,,,,0.064;2.146;-1.682,true,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,Street Cars A,Special
Ginetta_G40_Cup-132,Ginetta_G40_Cup-132-ginettag40cup,647,Ginetta_G40_Cup,Ginetta G40 Cup,Ginetta G40 Cup,132,Ginetta,G40Cup,Ginetta_G40_Cup.vhf,Ginetta_G40_Cup,Ginetta_G40_Cup,Ginetta_G40_Cup_Cockpit.bin,Ginetta_G40_Cup,2017,5.0,7.0,0,0,Ginetta_G40_Cup_ambsh.dds,25,G40Cup,GT5,GT,Mid-Front,2,0.0;0.241;1.865,0.0;0.241;2.121,0.1,1,0;0.67;-0.8,0;0.67;-0.8,,false,107,,,,,5,373000,EU,England,N/A,13,20,13,20,,,,1,0.0;3.141592653589;0.0,0.8718;0.8874;-0.0089,-0.8718;0.8874;-0.0089,-1.5;-0.0;-3.15,1.5;1.5;4.0,helmet_GT_Modern_USER_OVERRIDE,outfit_GT_Modern_USER_OVERRIDE,2.25,2.75,,,,false,,,,,,,0.0079;0.9911;0.1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,Ginetta G40 Cup,Club
MetalMoro_AJR_Honda-71,MetalMoro_AJR_Honda-71-p1,754,MetalMoro_AJR_Honda,MetalMoro AJR Honda,Metalmoro AJR Honda,71,MetalMoro,MetalMoro AJR,MetalMoro_AJR_Honda.vhf,MetalMoro_AJR_Honda,MetalMoro_AJR_Honda,MetalMoro_AJR_Honda_Cockpit.bin,MetalMoro_AJR_Honda,2016,5.0,7.7,0,0,MetalMoro_AJR_ambsh.dds,7,P1,P1,Prototype,Mid-Rear,1,-0.418;0.548;1.208,-0.418;0.578;1.508,0.4,1,0;0.8;-1.50,0;0.8;-1.50,,false,129,,,,,5,120000,SA,Brazil,N/A,18,19,18,19,20.0,,,1,0.0;3.141592653589;0.0,0.858;0.793;-0.88,-0.858;0.793;-0.88,-1.5;-0.0;-4.95,1.5;1.6;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,2.00,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,P1,Endurance
Formula_Trainer_A-26,Formula_Trainer_A-26-fts,582,Formula_Trainer_A,Formula Trainer Advanced,F-Trainer Advanced,26,Reiza,Formula_Trainer_D,Formula_Trainer_D.vhf,Formula_Trainer_D,Formula_Trainer_A,Formula_Trainer_D_Cockpit.bin,Formula_Trainer_D,2012,5.00,7.00,0,0,Formula_Trainer_D_ambsh.dds,22,F-Trainer_A,Openwheel,OpenWheel,Mid-Rear,1,-0.189;0.283;1.713,-0.189;0.283;1.750,0.4,1,0;0.63;0.47,0;0.63;0.47,,false,129,,,,,5,120000,SA,Brazil,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.313;0.631;-0.444,-0.313;0.631;-0.444,-1.5;-0.0;-4.0,1.5;1.5;4.0,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,FTS,Open Wheel
Supertruck-151,Supertruck-151-sprintrace,866,Supertruck,Stadium Super Trucks,SST,151,Chevrolet,Supertruck,Supertruck.vhf,Supertruck,Supertruck,Supertruck_Cockpit.bin,Supertruck,2019,5.00,7.00,0,0,Supertruck_ambsh.dds,23,SST,Openwheel,OpenWheel,Mid-Front,1,-0.771;0.517;0.582,-1.071;0.517;0.582,0.2,1,0;0.875;-1.026,0;0.875;-1.026,,false,129,,,,,5,120000,EU,UK,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.672;0.783;-0.389,-0.672;0.783;-0.389,-1.5;-0.0;-4.475,1.5;1.5;4.0,helmet_GT_Modern_USER_OVERRIDE,outfit_GT_Modern_USER_OVERRIDE,,,,,,,,,,,,,0.0000;0.990;0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,Sprint Race,Special
Formula_Inter-270,Formula_Inter-270-fts,567,Formula_Inter,Formula Inter MG-15,F-Inter,270,MinelliRacing,Formula_Inter,Formula_Inter.vhf,Formula_Inter,Formula_Inter,Formula_Inter_Cockpit.bin,Formula_Inter,2015,5.00,7.00,0,0,Formula_Inter_ambsh.dds,23,F-Inter,Openwheel,OpenWheel,Mid-Rear,1,-0.0;0.470;1.827,-0.0;0.470;2.127,0.4,1,0;0.738;0.671,0;0.738;0.671,,false,129,,,,,5,120000,SA,Brazil,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.462;0.704;-0.584,-0.462;0.704;-0.584,-1.5;-0.0;-4.0,1.5;1.5;4.0,FORMULA_MODERN_USER_OVERRIDE,outfit_FORMULA_MODERN_USER_OVERRIDE,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,FTS,Open Wheel
Formula_Vee_Gen2-406,Formula_Vee_Gen2-406-formulaveebrazil,629,Formula_Vee_Gen2,Formula Vee Gen2,F-Vee Gen2,406,FVee,Formula Vee,Formula_Vee_Gen2.vhf,Formula_Vee_Gen2,Formula_Vee_Gen2,Formula_Vee_Gen2_Cockpit.bin,Formula_Vee_Gen2,2025,5.00,7.00,0,0,Formula_Vee_Gen2_ambsh.dds,30,F-Vee_Gen2,Openwheel,OpenWheel,Mid-Rear,1,0.208;1.485;0.324,0.208;1.785;0.324,0.1,1,0;0.584;0.956,0;0.584;0.956,,false,129,,,,,5,120000,EU,England,N/A,13,17,13,17,20.0,,,1,0.0;3.141592653589;0.0,0.301;0.669;-0.376,-0.301;0.669;-0.376,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,meta-class-default,standard,FormulaVee Brazil,Open Wheel
MetalMoro_MRX_Duratec_P4-77,MetalMoro_MRX_Duratec_P4-77-p4,757,MetalMoro MRX Duratec P4,MetalMoro MRX Duratec P4,MetalMoro MRX P4,77,MetalMoro,MetalMoro MRX,MetalMoro_MRX.vhf,MetalMoro_MRX,MetalMoro_MRX,MetalMoro_MRX_Cockpit.bin,MetalMoro_MRX,2019,5.0,7.0,0,0,MetalMoro_MRX_ambsh.dds,10,P4,P4,Prototype,Mid-Rear,1,-0.223;0.313;1.895,-0.223;0.342;2.194,0.4,1,0;0.621;-1.099,0;0.621;-1.099,,false,129,,,,,5,120000,SA,Brazil,N/A,18,19,18,19,20.0,,,1,0.0;3.141592653589;0.0,0.529;0.638;-0.857,-0.529;0.638;-0.857,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,2.00,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,P4,Endurance
MetalMoro_MRX_Honda_P3-74,MetalMoro_MRX_Honda_P3-74-p3,758,MetalMoro MRX Honda P3,MetalMoro MRX Honda P3,MetalMoro MRX P3,74,MetalMoro,MetalMoro MRX,MetalMoro_MRX_Honda.vhf,MetalMoro_MRX_Honda,MetalMoro_MRX_Honda,MetalMoro_MRX_Honda_Cockpit.bin,MetalMoro_MRX_Honda,2019,5.0,7.0,0,0,MetalMoro_MRX_Honda_ambsh.dds,9,P3,P3,Prototype,Mid-Rear,1,-0.223;0.313;1.895,-0.223;0.342;2.194,0.4,1,0;0.621;-1.099,0;0.621;-1.099,,false,129,,,,,5,120000,SA,Brazil,N/A,18,19,18,19,20.0,,,1,0.0;3.141592653589;0.0,0.529;0.638;-0.857,-0.529;0.638;-0.857,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,2.00,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,standard,P3,Endurance
Ford_Mustang_GT3-408,Ford_Mustang_GT3-408-gt3,500,Ford_Mustang_GT3,Ford Mustang GT3,Ford Mustang GT3,408,Ford,Ford Mustang GT3,Ford_Mustang_GT3.vhf,Ford_Mustang_GT3,Ford_Mustang_GT3_LD,Ford_Mustang_GT3_Cockpit.bin,Ford_Mustang_GT3,2025,5.0,7.0,0,0,Ford_Mustang_GT3_ambsh.dds,10,GT3_Gen2_LD,GT3,GT,Mid-Front,2,0.982;0.153;0.537,1.277;0.173;0.722,0.4,1,0;0.732;-1.357,0;0.732;-1.357,,true,107,,,,,5,373000,NA,USA,N/A,,,,,,,,1,0.0;3.141592653589;0.0,0.886;0.944;-0.228,-886;0.944;-0.228,-1.5;-0.0;-4.0,1.5;1.5;4.0,helmet_GT_Modern_STOCK_USER_OVERRIDE,outfit_GT_Modern_STOCK_USER_OVERRIDE,2.25,2.75,,-0.982;0.153;0.537,-1.277;0.173;0.722,false,,,,0.110;0.854;-0.295,,,-0.013;1.078;0.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,meta-class-default,low,GT3,GT
